Número Reds;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla
2019-008722072-001;24/2/19 11:15 AM;De 11:00 as 11:59;2;2019;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;MUNDO NOVO;313670;JUIZ DE FORA;MG
2019-008888486-001;23/2/19 11:00 PM;De 23:00 as 23:59;2;2019;Sabado;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;CENTRO;312230;DIVINOPOLIS;MG
2019-007977720-001;19/2/19 7:00 PM;De 19:00 as 19:59;2;2019;Terça-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314000;MARIANA;MG
2019-007935287-001;19/2/19 4:53 PM;De 16:00 as 16:59;2;2019;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAO JUDAS TADEU;313670;JUIZ DE FORA;MG
2019-007597440-001;17/2/19 8:32 PM;De 20:00 as 20:59;2;2019;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ALDEIA;313580;JEQUITINHONHA;MG
2019-007615807-001;17/2/19 8:00 PM;De 20:00 as 20:59;2;2019;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;;310340;ARACUAI;MG
2019-008104150-001;17/2/19 3:30 PM;De 15:00 as 15:59;2;2019;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;310620;BELO HORIZONTE;MG
2019-007508289-001;17/2/19 2:15 AM;De 02:00 as 02:59;2;2019;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;CENTRO;316230;SAO JOAO DA MATA;MG
2019-007442023-001;16/2/19 4:44 PM;De 16:00 as 16:59;2;2019;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;313380;ITAUNA;MG
2019-007742351-001;14/2/19 4:32 PM;De 16:00 as 16:59;2;2019;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;VILA MINASLANDIA;310620;BELO HORIZONTE;MG
2019-006971857-001;13/2/19 7:21 PM;De 19:00 as 19:59;2;2019;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;312770;GOVERNADOR VALADARES;MG
2019-006414709-001;10/2/19 7:59 PM;De 19:00 as 19:59;2;2019;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;RESIDENCIAL DR DIOGENES DE SOUZA;313440;ITURAMA;MG
2019-006294700-001;9/2/19 9:30 PM;De 21:00 as 21:59;2;2019;Sabado;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313270;ITAMBACURI;MG
2019-006201870-001;9/2/19 7:20 AM;De 07:00 as 07:59;2;2019;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONFEITARIA / PADARIA / PANIFICADORA;CENTRO;313820;LAVRAS;MG
2019-005935110-001;7/2/19 5:06 PM;De 17:00 as 17:59;2;2019;Quinta-Feira;FECHADO;PERTURBACAO DA TRANQUILIDADE;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;CENTRO;313190;ITABIRITO;MG
2019-005908405-001;7/2/19 3:08 PM;De 15:00 as 15:59;2;2019;Quinta-Feira;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313330;ITAOBIM;MG
2019-005710665-001;5/2/19 7:00 PM;De 19:00 as 19:59;2;2019;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;NOVA GAMELEIRA;310620;BELO HORIZONTE;MG
2019-005876501-001;4/2/19 11:00 AM;De 11:00 as 11:59;2;2019;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;TREVO;310620;BELO HORIZONTE;MG
2019-005543963-001;2/2/19 5:30 PM;De 17:00 as 17:59;2;2019;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS;URBANO;CLUBE SOCIAL / LAZER / ESPORTIVO;OBSERVATÓRIO;311550;CAXAMBU;MG
2019-005041583-001;1/2/19 10:05 PM;De 22:00 as 22:59;2;2019;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;NOSSA SENHORA DE FATIMA;310670;BETIM;MG
2019-004844706-001;31/1/19 6:29 PM;De 18:00 as 18:59;1;2019;Quinta-Feira;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;;317010;UBERABA;MG
2019-005721890-001;30/1/19 11:15 PM;De 23:00 as 23:59;1;2019;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;311010;CAIANA;MG
2019-004750698-001;29/1/19 9:00 AM;De 09:00 as 09:59;1;2019;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);;317120;VESPASIANO;MG
2019-004480312-001;28/1/19 8:00 PM;De 20:00 as 20:59;1;2019;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;APARTAMENTO;ALVORADA;311860;CONTAGEM;MG
2019-003843773-001;25/1/19 3:42 PM;De 15:00 as 15:59;1;2019;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;LOURDES;310620;BELO HORIZONTE;MG
2019-003187991-001;19/1/19 3:00 PM;De 15:00 as 15:59;1;2019;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;314810;PATROCINIO;MG
2019-002852015-001;19/1/19 1:51 PM;De 13:00 as 13:59;1;2019;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;PARQUE DAS AGUAS;313670;JUIZ DE FORA;MG
2019-002776440-001;18/1/19 9:00 PM;De 21:00 as 21:59;1;2019;Sexta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;NOVO ELDORADO;311860;CONTAGEM;MG
2019-002594935-001;17/1/19 7:00 PM;De 19:00 as 19:59;1;2019;Quinta-Feira;FECHADO;CORRUPCAO DE MENORES;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);RURAL;VIA DE ACESSO PUBLICA;;316620;SENHORA DOS REMEDIOS;MG
2019-002444474-001;16/1/19 9:44 PM;De 21:00 as 21:59;1;2019;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CRUZ DO MONTE;310740;BOM DESPACHO;MG
2019-007837490-001;15/1/19 10:00 AM;De 10:00 as 10:59;1;2019;Terça-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA/SITIO EM CONDOMÍNIO FECHADO;BAIRRO PRAIA;311800;CONGONHAS;MG
2019-001966531-001;14/1/19 8:12 AM;De 08:00 as 08:59;1;2019;Segunda-Feira;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;CENTRO;310620;BELO HORIZONTE;MG
2019-001549028-001;11/1/19 9:00 AM;De 09:00 as 09:59;1;2019;Sexta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;DISTRITO DE FIDELANDIA;310470;ATALEIA;MG
2019-001411674-001;10/1/19 1:08 PM;De 13:00 as 13:59;1;2019;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CENTRO;315960;SANTA RITA DO SAPUCAI;MG
2019-001176291-001;8/1/19 11:08 PM;De 23:00 as 23:59;1;2019;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;UNIVERSITARIO;313380;ITAUNA;MG
2019-001163487-001;8/1/19 9:24 PM;De 21:00 as 21:59;1;2019;Terça-Feira;FECHADO;PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;UMUARAMA;317020;UBERLANDIA;MG
2019-001111020-001;8/1/19 11:33 AM;De 11:00 as 11:59;1;2019;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;AGUAS CLARAS;310620;BELO HORIZONTE;MG
2019-000691238-001;5/1/19 5:17 PM;De 17:00 as 17:59;1;2019;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;UNIAO;310620;BELO HORIZONTE;MG
2019-000439492-001;4/1/19 2:30 AM;De 02:00 as 02:59;1;2019;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;JARDIM CASA BRANCA;310670;BETIM;MG
2019-000318174-001;3/1/19 12:17 PM;De 12:00 as 12:59;1;2019;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CAPELA / IGREJA / TEMPLO RELIGIOSO;CENTRO;317020;UBERLANDIA;MG
2019-000189920-001;2/1/19 3:27 PM;De 15:00 as 15:59;1;2019;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CIRCO / PARQUE DE DIVERSOES;CENTRO;310620;BELO HORIZONTE;MG
2019-000112209-002;1/1/19 8:00 PM;De 20:00 as 20:59;1;2019;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;VIA DE ACESSO PUBLICA;ARVOREDO 2;311860;CONTAGEM;MG
2019-000156538-001;1/1/19 8:30 AM;De 08:00 as 08:59;1;2019;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314505;NOVA PORTEIRINHA;MG
2019-000017287-001;1/1/19 2:40 AM;De 02:00 as 02:59;1;2019;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;VIA DE ACESSO PUBLICA;CENTRO;314480;NOVA LIMA;MG
2019-000365529-001;31/12/18 7:55 PM;De 19:00 as 19:59;12;2018;Segunda-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;SANTA TEREZINHA;312770;GOVERNADOR VALADARES;MG
2018-058088354-001;31/12/18 9:30 AM;De 09:00 as 09:59;12;2018;Segunda-Feira;FECHADO;AUTO EXTERMINIO (SUICIDIO);TENTADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);IMPERADOR;316292;SAO JOAQUIM DE BICAS;MG
2019-000955233-001;30/12/18 4:00 AM;De 04:00 as 04:59;12;2018;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;USINA;313700;LADAINHA;MG
2018-057861249-001;29/12/18 5:03 PM;De 17:00 as 17:59;12;2018;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;VIA DE ACESSO PUBLICA;VILA BOA VISTA;310620;BELO HORIZONTE;MG
2019-000506157-001;29/12/18 3:16 PM;De 15:00 as 15:59;12;2018;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CANDELARIA;310620;BELO HORIZONTE;MG
2018-057750831-001;28/12/18 7:15 PM;De 19:00 as 19:59;12;2018;Sexta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;OUTROS - SERVICOS DE SAUDE;DISTRITO INDUSTRIAL DOIS;314800;PATOS DE MINAS;MG
2018-057754883-001;28/12/18 5:55 PM;De 17:00 as 17:59;12;2018;Sexta-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;SHOPPING CENTER;ANGOLA;310670;BETIM;MG
2019-000179216-001;28/12/18 10:30 AM;De 10:00 as 10:59;12;2018;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;ABATEDOURO / FRIGORIFICO / MATADOURO;nova esperanca;312980;IBIRITE;MG
2019-007856806-001;28/12/18 9:00 AM;De 09:00 as 09:59;12;2018;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;INSTITUICAO DE ENSINO PARTICULAR;PRADO;310620;BELO HORIZONTE;MG
2018-057646592-001;27/12/18 2:00 PM;De 14:00 as 14:59;12;2018;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;mateus;313220;ITAGUARA;MG
2018-057334677-001;23/12/18 1:00 AM;De 01:00 as 01:59;12;2018;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;316720;SETE LAGOAS;MG
2018-056795315-001;22/12/18 12:48 AM;De 00:00 as 00:59;12;2018;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;BAIRRO CENTRO;312390;ENTRE-RIOS DE MINAS;MG
2018-056719216-001;21/12/18 12:17 PM;De 12:00 as 12:59;12;2018;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;SANTA TEREZA;310620;BELO HORIZONTE;MG
2018-056543673-001;20/12/18 2:57 PM;De 14:00 as 14:59;12;2018;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CLINICA;NOVO HORIZONTE;314730;PARAISOPOLIS;MG
2018-056368646-001;19/12/18 10:00 AM;De 10:00 as 10:59;12;2018;Quarta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;NOVO RIACHO;311860;CONTAGEM;MG
2018-056500981-001;19/12/18 12:31 AM;De 00:00 as 00:59;12;2018;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CENTRO;311290;CAPUTIRA;MG
2018-056331005-001;18/12/18 10:00 AM;De 10:00 as 10:59;12;2018;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;GARCAS;311320;CARANDAI;MG
2018-056357843-001;16/12/18 10:00 AM;De 10:00 as 10:59;12;2018;Domingo;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;NOVA PALMEIRAS;316100;SAO DOMINGOS DO PRATA;MG
2018-055865452-001;16/12/18 2:00 AM;De 02:00 as 02:59;12;2018;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BOATE / CASA DE SHOW / SIMILAR;CENTRO;316110;SAO FRANCISCO;MG
2018-055822667-001;15/12/18 11:00 PM;De 23:00 as 23:59;12;2018;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;RURAL;CASA;CONEGO JOSE RENATO PEIXOTO VIDIGAL;315080;PIRANGA;MG
2018-056685790-001;15/12/18 12:01 PM;De 12:00 as 12:59;12;2018;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CAPELA / IGREJA / TEMPLO RELIGIOSO;JARDIM ITAU;317120;VESPASIANO;MG
2018-055718597-001;15/12/18 2:46 AM;De 02:00 as 02:59;12;2018;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;PRONTO-SOCORRO/UNIDADE DE PRONTO ATENDIMENTO(UPA);SANTO ANTONIO II;314330;MONTES CLAROS;MG
2018-055592982-001;14/12/18 11:29 AM;De 11:00 as 11:59;12;2018;Sexta-Feira;FECHADO;PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;SANTA RITA;314330;MONTES CLAROS;MG
2018-055450656-001;13/12/18 12:24 PM;De 12:00 as 12:59;12;2018;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;CENTRO;315090;PIRANGUCU;MG
2018-055122020-001;11/12/18 3:15 PM;De 15:00 as 15:59;12;2018;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SANTA MONICA;310620;BELO HORIZONTE;MG
2018-054977970-001;10/12/18 4:15 PM;De 16:00 as 16:59;12;2018;Segunda-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;BABILONIA;313750;LAGOA FORMOSA;MG
2019-001064416-001;9/12/18 10:00 PM;De 22:00 as 22:59;12;2018;Domingo;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;311920;COROACI;MG
2018-054928560-001;9/12/18 6:00 PM;De 18:00 as 18:59;12;2018;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;SITIO;;312570;FELIXLANDIA;MG
2019-001283340-001;7/12/18 4:02 PM;De 16:00 as 16:59;12;2018;Sexta-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;APARECIDA;310620;BELO HORIZONTE;MG
2018-054358620-001;6/12/18 2:07 PM;De 14:00 as 14:59;12;2018;Quinta-Feira;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;LINHARES;313670;JUIZ DE FORA;MG
2018-054038226-001;4/12/18 5:56 PM;De 17:00 as 17:59;12;2018;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;CUIABA;316880;TIRADENTES;MG
2018-053973084-001;4/12/18 12:42 PM;De 12:00 as 12:59;12;2018;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VILA SAO VICENTE;317010;UBERABA;MG
2018-053921520-001;4/12/18 1:52 AM;De 01:00 as 01:59;12;2018;Terça-Feira;FECHADO;ABANDONO DE INCAPAZ;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS;URBANO;CASA;AUGUSTO DE ALMEIDA;315180;POCOS DE CALDAS;MG
2018-053895768-001;3/12/18 9:28 PM;De 21:00 as 21:59;12;2018;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CALADINHO;311940;CORONEL FABRICIANO;MG
2019-027911817-001;2/12/18 9:40 AM;De 09:00 as 09:59;12;2018;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ACAIACA;310620;BELO HORIZONTE;MG
2018-053624838-001;2/12/18 2:00 AM;De 02:00 as 02:59;12;2018;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BOATE / CASA DE SHOW / SIMILAR;SAO GABRIEL;313450;ITUTINGA;MG
2018-053541594-001;1/12/18 1:28 PM;De 13:00 as 13:59;12;2018;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;COSTA RIOS;315250;POUSO ALEGRE;MG
