Número Reds;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla
2022-041762680-001;22/9/22 10:30 PM;De 22:00 as 22:59;9;2022;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;LAGOA DE SANTO ANTONIO;314930;PEDRO LEOPOLDO;MG
2022-041148607-001;19/9/22 2:40 PM;De 14:00 as 14:59;9;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SAGRADA FAMILIA;310620;BELO HORIZONTE;MG
2022-041071947-001;19/9/22 9:25 AM;De 09:00 as 09:59;9;2022;Segunda-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;310160;ALFENAS;MG
2022-041040190-001;18/9/22 8:51 PM;De 20:00 as 20:59;9;2022;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;CASA;BOM JARDIM;313670;JUIZ DE FORA;MG
2022-041248302-001;17/9/22 12:00 PM;De 12:00 as 12:59;9;2022;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;VILA DA SERRA;314480;NOVA LIMA;MG
2022-040791105-001;17/9/22 3:12 AM;De 03:00 as 03:59;9;2022;Sabado;FECHADO;CONSTRANGIMENTO ILEGAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BOATE / CASA DE SHOW / SIMILAR;SAO GERALDO;316720;SETE LAGOAS;MG
2022-040788337-001;17/9/22 2:03 AM;De 02:00 as 02:59;9;2022;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;JARDIM ITALIA;317010;UBERABA;MG
2022-040683262-002;16/9/22 12:00 AM;De 00:00 as 00:59;9;2022;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;SHOPPING CENTER;VILA CLORIS;310620;BELO HORIZONTE;MG
2022-040445780-001;15/9/22 3:10 AM;De 03:00 as 03:59;9;2022;Quinta-Feira;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;SAO JOAO BATISTA;315780;SANTA LUZIA;MG
2022-040464536-001;14/9/22 7:00 PM;De 19:00 as 19:59;9;2022;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;ODILON REZENDE DE ANDRADE;316930;TRES CORACOES;MG
2022-040314909-001;14/9/22 10:32 AM;De 10:00 as 10:59;9;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;OUTROS - INSTITUICAO FILANTROPICA / ONG;;312670;FRANCISCO SA;MG
2022-040231430-001;13/9/22 7:15 PM;De 19:00 as 19:59;9;2022;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VILA REAL;315460;RIBEIRAO DAS NEVES;MG
2022-040373177-001;13/9/22 6:00 PM;De 18:00 as 18:59;9;2022;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;OURO PRETO;310620;BELO HORIZONTE;MG
2022-040122354-001;13/9/22 10:15 AM;De 10:00 as 10:59;9;2022;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM GRAZIELA;316110;SAO FRANCISCO;MG
2022-040287384-001;13/9/22 2:29 AM;De 02:00 as 02:59;9;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;VILA BETÂNIA;310190;ALPINOPOLIS;MG
2022-039967150-002;12/9/22 3:36 PM;De 15:00 as 15:59;9;2022;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;OUTROS - INSTITUICAO FILANTROPICA / ONG;ARVORE GRANDE;315250;POUSO ALEGRE;MG
2022-039946953-001;12/9/22 10:33 AM;De 10:00 as 10:59;9;2022;Segunda-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;CENTRO;312280;DOM VICOSO;MG
2022-039858109-001;11/9/22 6:00 PM;De 18:00 as 18:59;9;2022;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;MUNU;313190;ITABIRITO;MG
2022-040347805-001;11/9/22 1:00 AM;De 01:00 as 01:59;9;2022;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;SITIO;;311787;CONFINS;MG
2022-040081973-001;10/9/22 10:45 AM;De 10:00 as 10:59;9;2022;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CLUBE SOCIAL / LAZER / ESPORTIVO;VENDA NOVA;310620;BELO HORIZONTE;MG
2022-039485385-001;9/9/22 8:38 AM;De 08:00 as 08:59;9;2022;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - INSTITUICOES PUBLICAS;TEREZA CRISTINA;316292;SAO JOAQUIM DE BICAS;MG
2022-039365503-001;8/9/22 2:30 PM;De 14:00 as 14:59;9;2022;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;RURAL;FAZENDA;;312240;DIVISA NOVA;MG
2022-040168799-001;7/9/22 10:40 AM;De 10:00 as 10:59;9;2022;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;ORGAO/SECRETARIA MUNICIPAL;FLORESTA;315700;SALINAS;MG
2022-039043890-001;6/9/22 2:49 PM;De 14:00 as 14:59;9;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);ISRAEL PINHEIRO;310930;BURITIS;MG
2022-039025647-001;6/9/22 12:39 PM;De 12:00 as 12:59;9;2022;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;FAZENDINHAS DO BELO VALE;313670;JUIZ DE FORA;MG
2022-039006822-001;6/9/22 10:42 AM;De 10:00 as 10:59;9;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SATURNINO PEREIRA;316210;SAO GOTARDO;MG
2023-007931198-001;6/9/22 12:00 AM;De 00:00 as 00:59;9;2022;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;FUNCIONARIOS;310620;BELO HORIZONTE;MG
2022-038893730-001;4/9/22 7:00 PM;De 19:00 as 19:59;9;2022;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;JARDIM / PARQUE / PRACA;CENTRO;310620;BELO HORIZONTE;MG
2022-038859190-001;4/9/22 9:00 AM;De 09:00 as 09:59;9;2022;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;BOM JESUS;317130;VICOSA;MG
2022-039852246-001;3/9/22 8:00 PM;De 20:00 as 20:59;9;2022;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CENTRO;313240;ITAJUBA;MG
2022-038667166-001;3/9/22 7:40 PM;De 19:00 as 19:59;9;2022;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;JOAMARIO;313862;LIMEIRA DO OESTE;MG
2022-038594028-001;3/9/22 3:00 PM;De 15:00 as 15:59;9;2022;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;NOVO PARAISO;313510;JANAUBA;MG
2022-038567157-001;3/9/22 2:17 PM;De 14:00 as 14:59;9;2022;Sabado;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;SAO GERALDO;317070;VARGINHA;MG
2022-038393347-001;2/9/22 9:50 AM;De 09:00 as 09:59;9;2022;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CHACARAS SANTO ANTONIO VILA BEMGE;310670;BETIM;MG
2022-038918567-001;31/8/22 8:20 PM;De 20:00 as 20:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;MILIONARIOS;310620;BELO HORIZONTE;MG
2022-038119730-001;31/8/22 5:35 PM;De 17:00 as 17:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;UNIDADE DA POLÍCIA CIVIL;BARRO PRETO;310620;BELO HORIZONTE;MG
2023-009572691-001;31/8/22 12:00 AM;De 00:00 as 00:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;BARRO PRETO;310620;BELO HORIZONTE;MG
2022-038072396-001;30/8/22 2:27 PM;De 14:00 as 14:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;BELA VISTA;313170;ITABIRA;MG
2022-037912863-001;30/8/22 12:36 PM;De 12:00 as 12:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313760;LAGOA SANTA;MG
2022-037688794-001;28/8/22 6:20 PM;De 18:00 as 18:59;8;2022;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;313440;ITURAMA;MG
2022-037311741-001;26/8/22 1:00 AM;De 01:00 as 01:59;8;2022;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;POSTO DE COMBUSTIVEL;CAICARAS;310620;BELO HORIZONTE;MG
2022-037093758-001;25/8/22 10:00 AM;De 10:00 as 10:59;8;2022;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;LUIZOTE DE FREITAS;317020;UBERLANDIA;MG
2022-036979269-001;24/8/22 4:00 PM;De 16:00 as 16:59;8;2022;Quarta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;PLATAFORMA;314870;PEDRA AZUL;MG
2022-037261153-001;24/8/22 9:00 AM;De 09:00 as 09:59;8;2022;Quarta-Feira;FECHADO;AUTO EXTERMINIO (SUICIDIO);TENTADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);;311860;CONTAGEM;MG
2022-036943710-001;23/8/22 9:50 PM;De 21:00 as 21:59;8;2022;Terça-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;ALTO BOM JESUS;311880;CORACAO DE JESUS;MG
2022-036730157-001;22/8/22 9:10 PM;De 21:00 as 21:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - INSTITUICOES FINANCEIRAS;CENTRO;310620;BELO HORIZONTE;MG
2022-036684983-001;22/8/22 8:55 PM;De 20:00 as 20:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;GRANJAS TRES MOINHOS;313670;JUIZ DE FORA;MG
2022-036581065-001;22/8/22 1:13 PM;De 13:00 as 13:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;312580;FERNANDES TOURINHO;MG
2022-036662600-001;22/8/22 12:45 PM;De 12:00 as 12:59;8;2022;Segunda-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CENTRO;310620;BELO HORIZONTE;MG
2022-036555277-001;22/8/22 8:53 AM;De 08:00 as 08:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA OU POSTO DE SAUDE;SAN MARINO;315460;RIBEIRAO DAS NEVES;MG
2022-036163800-001;18/8/22 9:00 AM;De 09:00 as 09:59;8;2022;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;MARIPOSAS;313760;LAGOA SANTA;MG
2022-035874290-001;17/8/22 9:06 PM;De 21:00 as 21:59;8;2022;Quarta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;PALMEIRAS;315210;PONTE NOVA;MG
2022-035842464-001;17/8/22 6:24 PM;De 18:00 as 18:59;8;2022;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;SANTA EFIGENIA;310620;BELO HORIZONTE;MG
2022-035760641-001;17/8/22 10:30 AM;De 10:00 as 10:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CONCORDIA;316860;TEOFILO OTONI;MG
2022-035895857-002;17/8/22 12:00 AM;De 00:00 as 00:59;8;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SANTA EFIGENIA;310620;BELO HORIZONTE;MG
2022-035426440-001;15/8/22 1:19 PM;De 13:00 as 13:59;8;2022;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS;RURAL;BAR / LANCHONETE / RESTAURANTE / SIMILAR;PONTE ALTA;317010;UBERABA;MG
2022-035235527-001;13/8/22 10:40 PM;De 22:00 as 22:59;8;2022;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;SAO PEDRO;312770;GOVERNADOR VALADARES;MG
2022-035063380-001;12/8/22 8:40 AM;De 08:00 as 08:59;8;2022;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;ONIBUS;CIDADE INDUSTRIAL;311860;CONTAGEM;MG
2022-034701988-001;9/8/22 11:00 AM;De 11:00 as 11:59;8;2022;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314870;PEDRA AZUL;MG
2022-034983472-001;8/8/22 10:50 PM;De 22:00 as 22:59;8;2022;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;IPABA;313115;IPABA;MG
2022-056967170-001;8/8/22 12:00 AM;De 00:00 as 00:59;8;2022;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;CAMPO ALEGRE DOS CARIJOS;311830;CONSELHEIRO LAFAIETE;MG
2022-034201748-001;7/8/22 6:42 PM;De 18:00 as 18:59;8;2022;Domingo;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;SAO LUIZ;310620;BELO HORIZONTE;MG
2022-034138975-001;7/8/22 7:10 AM;De 07:00 as 07:59;8;2022;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;VILA BRETAS;312770;GOVERNADOR VALADARES;MG
2022-034239387-001;5/8/22 8:00 PM;De 20:00 as 20:59;8;2022;Sexta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ASFIXIA MECANICA (ENFORCAMENTO, ESTRANGULAMENTO, ESGANADURA OU SUFOCAMENTO);URBANO;CASA;CENTRO;311090;CAMPANHA;MG
2022-033875760-001;5/8/22 1:12 PM;De 13:00 as 13:59;8;2022;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;APARTAMENTO;SANTO AGOSTINHO;310620;BELO HORIZONTE;MG
2022-033686363-001;4/8/22 1:32 PM;De 13:00 as 13:59;8;2022;Quinta-Feira;FECHADO;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PARTICULAR;SAGRADA FAMILIA;311880;CORACAO DE JESUS;MG
2022-033572335-001;3/8/22 5:37 PM;De 17:00 as 17:59;8;2022;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PIRAJA;310620;BELO HORIZONTE;MG
2022-033528664-001;1/8/22 8:00 PM;De 20:00 as 20:59;8;2022;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;TIBERY;317020;UBERLANDIA;MG
2023-008833131-001;1/8/22 3:00 PM;De 15:00 as 15:59;8;2022;Segunda-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CACHOEIRA DO BRUMADO;314000;MARIANA;MG
2022-033138573-001;1/8/22 9:30 AM;De 09:00 as 09:59;8;2022;Segunda-Feira;FECHADO;VIOLENCIA PSICOLOGICA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;JARDIM BANDEIRANTES;314560;OLIVEIRA;MG
2022-032994270-001;31/7/22 2:06 AM;De 02:00 as 02:59;7;2022;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;VISTA ALEGE;315720;SANTA BARBARA;MG
2022-032757189-001;29/7/22 2:41 PM;De 14:00 as 14:59;7;2022;Sexta-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONFEITARIA / PADARIA / PANIFICADORA;CATALAO;312230;DIVINOPOLIS;MG
2022-033165460-001;29/7/22 12:11 PM;De 12:00 as 12:59;7;2022;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;SANTA EFIGENIA;310620;BELO HORIZONTE;MG
2022-032460183-001;27/7/22 5:40 PM;De 17:00 as 17:59;7;2022;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;GUARDA DOS FERREIROS;316210;SAO GOTARDO;MG
2023-034498648-001;27/7/22 10:00 AM;De 10:00 as 10:59;7;2022;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;MATINHA;313940;MANHUACU;MG
2022-032657010-001;26/7/22 9:00 AM;De 09:00 as 09:59;7;2022;Terça-Feira;FECHADO;ATEND. DENUNCIA DE INFRACOES CONTRA CRIANCAS E ADOLESCENTES;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;INSTITUICAO DE ENSINO PUBLICO MUNICIPAL;NEVIANA;315460;RIBEIRAO DAS NEVES;MG
2022-032107051-001;25/7/22 4:28 PM;De 16:00 as 16:59;7;2022;Segunda-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;DISTRITO INDUSTRIAL I;317010;UBERABA;MG
2022-036194660-001;25/7/22 10:00 AM;De 10:00 as 10:59;7;2022;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;NOVO RETIRO;312410;ESMERALDAS;MG
2022-032094979-001;24/7/22 10:30 PM;De 22:00 as 22:59;7;2022;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;APARTAMENTO;SANTOS DUMONT;317010;UBERABA;MG
2022-031819207-001;23/7/22 4:43 PM;De 16:00 as 16:59;7;2022;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONFEITARIA / PADARIA / PANIFICADORA;PLANALTO II;313130;IPATINGA;MG
2022-031814204-001;23/7/22 4:40 PM;De 16:00 as 16:59;7;2022;Sabado;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;312770;GOVERNADOR VALADARES;MG
